gene	pLI	LOEUF
ENDOV	3.4618e-14	1.439
ENG	1.0	0.374
ENGASE	2.6141000000000004e-19	1.018
ENHO	0.00669	1.871
ENKD1	2.841e-15	1.474
ENKUR	5.264e-05	0.98
ENO1	9.2993e-08	0.926
ENO2	0.84151	0.542
ENO3	4.7177e-15	1.181
ENO4	7.6907e-08	0.888
ENOPH1	0.10121	0.733
ENOSF1	2.5468999999999997e-22	1.236
ENOX1	0.0012261	0.627
ENPEP	5.6977000000000005e-25	1.026
ENPP1	1.7403e-05	0.729
ENPP2	0.041819	0.639
ENPP3	2.0771e-15	1.211
ENPP4	0.0081339	0.835
ENPP5	1.7865e-09	1.113
ENPP6	1.8045e-08	0.997
ENPP7	2.9803e-15	1.471
ENSA	0.27003	0.79
ENTHD1	2.0256e-05	0.928
ENTPD1	1.218e-05	0.737
ENTPD2	1.8583e-18	1.377
ENTPD3	2.673e-24	1.454
ENTPD4	4.6672e-13	0.905
ENTPD5	1.6701e-08	0.945
ENTPD6	1.458e-11	0.949
ENTPD7	1.4373e-10	0.813
ENTPD8	1.563e-09	0.989
ENTR1	1.5895e-14	1.338
ENY2	0.63633	0.739
EOGT	4.8218e-07	1.121
EOMES	0.98623	0.493
EP300	1.0	0.164
EP400	1.0	0.365
EPAS1	1.0	0.366
EPB41	3.8406e-11	0.738
EPB41L1	1.0	0.386
EPB41L2	0.76184	0.514
EPB41L3	0.0023911	0.562
EPB41L4A	1.3959e-18	1.261
EPB41L4B	1.0	0.286
EPB41L5	0.015529	0.609
EPB42	1.1421e-09	0.771
EPC1	1.0	0.229
EPC2	1.0	0.203
EPCAM	4.2301e-06	1.341
EPDR1	1.9408e-12	1.626
EPG5	1.6929e-14	0.58
EPGN	1.724e-06	1.456
EPHA1	7.5026e-26	0.989
EPHA10	4.7268e-50	1.481
EPHA2	2.8105e-07	0.652
EPHA3	0.80091	0.508
EPHA4	1.0	0.256
EPHA5	2.369e-09	0.711
EPHA6	6.0266e-05	0.633
EPHA7	1.0	0.282
EPHA8	3.9755e-10	0.717
EPHB1	0.9998	0.441
EPHB2	1.0	0.265
EPHB3	0.99991	0.435
EPHB4	4.3123e-06	0.645
EPHB6	1.8466e-05	0.607
EPHX1	1.676e-12	1.1
EPHX2	4.8925999999999995e-22	1.093
EPHX3	7.2593e-12	1.166
EPHX4	1.9053e-05	0.931
EPM2A	4.004e-07	1.191
EPM2AIP1	0.0046378	0.691
EPN1	0.00029205	0.736
EPN2	1.3396e-05	0.804
EPN3	8.142700000000001e-19	1.251
EPO	0.026938	0.819
EPOP	9.5437e-07	1.896
EPOR	0.00041923	0.787
EPPIN	0.0010445	1.345
EPPK1	0.12331	1.929
EPRS1	0.019945	0.549
EPS15	1.4697e-08	0.849
EPS15L1	0.99949	0.453
EPS8	0.99945	0.443
EPS8L1	1.9346000000000002e-41	1.361
EPS8L2	6.181300000000001e-25	1.164
EPS8L3	5.0836e-24	1.052
EPSTI1	2.6035e-18	1.59
EPX	3.3395e-15	0.984
EPYC	5.1233e-07	1.396
EQTN	2.3742e-07	1.732
ERAL1	5.3521e-08	0.844
ERAP1	1.2589e-21	0.947
ERAP2	1.4112e-37	1.284
ERBB2	0.063119	0.518
ERBB3	2.6217e-16	0.695
ERBB4	1.0	0.357
ERBIN	0.72343	0.526
ERC1	0.78992	0.503
ERC2	0.99151	0.476
ERCC1	9.5936e-13	1.306
ERCC2	6.8729e-28	1.089
ERCC3	3.838e-11	0.797
ERCC4	3.5282e-11	0.984
ERCC5	1.02e-13	0.766
ERCC6	1.2087e-23	0.803
ERCC6L2	2.4418e-13	0.792
ERCC8	1.7192e-11	1.608
EREG	4.6661e-06	1.843
ERF	0.99787	0.443
ERFE	6.2266e-12	1.697
ERFL	0.80895	0.603
ERG	1.0	0.234
ERG28	0.028333	0.951
ERGIC1	0.035998	0.683
ERGIC2	0.014258	1.266
ERGIC3	2.2603e-06	0.781
ERH	0.97267	0.43
ERI1	4.2781e-07	1.526
ERI2	5.1804e-10	0.981
ERI3	0.11807	0.651
ERICH1	5.5654e-24	1.79
ERICH3	2.0832e-36	1.119
ERICH4	0.014157	1.89
ERICH5	3.3465e-07	1.148
ERICH6	1.1e-18	1.147
ERICH6B	1.0471000000000001e-19	1.023
ERLEC1	3.0637e-08	0.946
ERLIN1	0.043212	1.049
ERLIN2	0.010039	0.703
ERMAP	7.0546e-08	0.913
ERMARD	1.5088e-16	0.996
ERMN	0.0025356	0.963
ERMP1	2.9344e-27	1.239
ERN1	0.95278	0.498
ERN2	9.9981e-37	1.209
ERO1A	2.6773e-05	1.216
ERO1B	2.7214e-05	0.835
ERP27	3.8588e-06	1.072
ERP29	0.0014255	0.962
ERP44	0.15389	0.816
ERRFI1	0.00071228	1.088
ERVFRD-1	1.2391e-08	0.957
ERVMER34-1	0.35331	1.821
ERVV-2	0.36856	1.451
ESAM	3.7021e-07	1.009
ESCO1	0.92536	0.511
ESCO2	2.084e-12	1.013
ESD	1.912e-07	1.515
ESF1	1.3007e-10	0.854
ESM1	0.15425	0.862
ESPL1	1.0	0.292
ESPN	7.2662e-24	1.307
ESPNL	4.0718e-20	1.651
ESR1	0.99795	0.456
ESR2	5.9579e-10	1.002
ESRP1	0.99932	0.445
ESRP2	4.9601e-09	0.753
ESRRA	0.99354	0.458
ESRRB	0.79243	0.56
ESRRG	0.99434	0.464
ESS2	8.4357e-07	0.844
ESYT1	6.871799999999999e-28	0.839
ESYT2	3.6326e-08	0.684
ESYT3	2.3370000000000002e-30	1.093
ETAA1	2.8415e-10	0.849
ETF1	1.0	0.19
ETFA	0.0029774	1.166
ETFB	2.0928e-05	1.1
ETFBKMT	0.00010064	1.026
ETFDH	7.6935e-06	1.126
ETFRF1	0.00018653	1.858
ETHE1	0.00038514	0.97
ETNK1	0.99938	0.369
ETNK2	3.0331e-09	1.018
ETNPPL	0.5077	0.651
ETS1	0.99981	0.393
ETS2	0.99905	0.434
ETV1	0.054283	0.658
ETV2	2.878e-10	1.448
ETV3	0.99781	0.447
ETV3L	1.8e-11	1.452
ETV4	4.5126e-09	0.821
ETV5	1.0	0.233
ETV6	0.99891	0.44
ETV7	4.0249e-16	1.384
EVA1A	0.013589	1.277
EVA1B	0.00062286	1.923
EVA1C	1.9295e-05	0.9
EVC	6.2955e-37	1.134
EVC2	1.7773e-47	1.092
EVI2A	0.00029599	1.297
EVI2B	0.010434	1.187
EVI5	0.005276	0.741
EVI5L	0.79377	0.523
EVL	0.97521	0.501
EVPL	4.225e-29	0.999
EVPLL	6.4945e-17	1.709
EVX1	1.0918e-05	1.097
EVX2	0.0001074	1.228
EWSR1	1.0	0.249
EXD1	1.4803e-26	1.536
EXD2	4.3736e-07	0.785
EXD3	1.1893999999999999e-32	1.373
EXO1	4.5955e-15	1.013
EXO5	1.9962e-05	1.049
EXOC1	1.7082e-07	0.686
EXOC2	4.2713e-07	0.626
EXOC3	0.99523	0.475
EXOC3L1	3.2797e-27	1.17
EXOC3L2	0.045725	0.687
EXOC3L4	4.4327e-26	1.532
EXOC4	9.9407e-11	0.745
EXOC5	0.97531	0.48
EXOC6	0.00025713	0.788
EXOC6B	1.8167e-06	0.688
EXOC7	7.6704e-10	0.76
EXOC8	0.93128	0.523
EXOG	2.4352e-08	1.772
EXOSC1	1.7534e-08	1.199
EXOSC10	3.5665e-20	0.852
EXOSC2	5.217e-08	1.009
EXOSC3	2.9349e-05	1.072
EXOSC4	3.6426e-06	1.359
EXOSC5	0.0018424	1.136
EXOSC6	0.039148	1.952
EXOSC7	3.3455e-05	1.012
EXOSC8	1.2734e-07	1.944
EXOSC9	1.1629e-07	1.121
EXPH5	3.5934e-07	1.142
EXT1	1.0	0.339
EXT2	1.2232e-10	0.775
EXTL1	3.8201e-11	0.939
EXTL2	3.6648e-05	1.054
EXTL3	0.92595	0.511
EYA1	1.0	0.291
EYA2	0.0043091	0.647
EYA3	0.1239	0.609
EYA4	0.86351	0.536
EYS	6.4354e-50	0.96
EZH1	0.99987	0.439
EZH2	1.0	0.272
EZR	3.8273e-06	0.697
F10	9.9027e-06	0.968
F11	4.4436999999999995e-22	1.145
F11R	1.8856e-06	0.9
F12	2.9444e-26	1.286
F13A1	1.4198e-08	0.734
F13B	4.8042e-12	0.893
F2	0.15426	0.552
F2R	0.0071124	0.88
F2RL1	0.00055949	0.989
F2RL2	0.018004	1.393
F2RL3	0.063491	1.746
F3	0.0016619	0.839
F5	5.2212e-24	0.704
F7	1.1139e-11	1.113
FA2H	0.0053396	0.759
FAAH	9.7379e-21	1.147
FAAP100	8.6804e-14	1.076
FAAP20	2.127e-05	1.339
FAAP24	8.7894e-07	1.336
FABP1	0.00051847	1.487
FABP2	0.16067	1.341
FABP3	0.027364	1.029
FABP4	3.5049e-06	1.872
FABP5	0.45179	0.839
FABP6	0.00090753	1.372
FABP7	8.8684e-05	1.363
FABP9	0.012552	1.5
FADD	0.069433	1.715
FADS1	0.99967	0.428
FADS2	0.99989	0.415
FADS3	7.0197e-05	0.727
FADS6	2.2752e-09	1.233
FAF1	0.99507	0.45
FAF2	1.0	0.276
FAH	1.8906e-12	1.067
FAHD2A	8.3655e-08	1.055
FAHD2B	1.5943e-07	1.1
FAIM	0.0020304	1.124
FAIM2	0.0001083	0.753
FAM102A	0.0021544	0.76
FAM102B	0.9012	0.554
FAM104A	2.8932e-05	1.716
FAM107A	4.7119e-08	1.808
FAM107B	5.4315e-05	0.906
FAM110A	0.0008225	1.571
FAM110B	0.91633	0.566
FAM110C	7.5827e-10	1.939
FAM110D	0.10785	1.941
FAM111A	0.16155	1.89
FAM111B	0.10723	1.817
FAM114A1	2.2421e-18	1.149
FAM114A2	1.4473e-07	1.155
FAM117A	0.0011403	0.767
FAM117B	0.0012107	0.764
FAM118A	0.0001704	0.848
FAM118B	0.0013043	0.801
FAM120A	1.0	0.222
FAM120AOS	8.022e-05	1.176
FAM120B	2.7591999999999997e-21	0.997
FAM124A	1.1063e-09	1.678
FAM124B	4.6671e-06	1.242
FAM126A	0.025698	0.745
FAM126B	0.76287	0.574
FAM131A	9.0031e-05	0.83
FAM131B	0.015141	0.702
FAM131C	0.0017879	1.059
FAM133B	0.0063728	0.933
FAM135A	8.3505e-11	0.691
FAM135B	0.99978	0.444
FAM136A	2.6032e-10	1.627
FAM13A	6.4372e-10	0.746
FAM13B	0.0015591	0.586
FAM13C	6.5635e-05	0.673
FAM149A	6.4065e-19	1.082
FAM149B1	5.3985e-10	0.98
FAM151A	6.3087e-14	1.203
FAM151B	2.8587e-05	1.074
FAM161A	1.995e-16	1.025
FAM161B	1.2414e-11	0.916
FAM162A	1.761e-05	1.643
FAM162B	3.6871e-05	1.672
FAM163A	0.018987	1.204
FAM163B	0.010109	1.565
FAM166A	7.7097e-16	1.442
FAM166B	9.3448e-14	1.557
FAM166C	6.0981e-08	1.545
FAM167A	3.4254e-11	1.934
FAM167B	0.030714	1.109
FAM168A	0.99998	0.256
FAM168B	3.2218e-06	1.375
FAM169A	0.99895	0.432
FAM170B	0.0049089	1.764
FAM171A1	0.99949	0.446
FAM171A2	0.68722	0.599
FAM171B	1.0	0.367
FAM172A	2.5679e-05	0.986
FAM174A	0.00033735	1.766
FAM174B	1.3526e-05	1.831
FAM174C	6.8947e-07	1.956
FAM177A1	2.0371e-07	1.32
FAM177B	0.00082751	1.767
FAM178B	3.7615999999999996e-21	1.115
FAM180A	6.7754e-05	1.407
FAM180B	8.3691e-08	1.62
FAM181A	0.29832	0.777
FAM181B	4.3103e-06	1.851
FAM183A	0.0017465	1.144
FAM184A	8.12e-17	0.785
FAM184B	6.399100000000001e-31	1.009
FAM185A	0.00050825	0.91
FAM186A	3.683299999999999e-40	0.852
FAM186B	1.1518e-18	0.969
FAM187B	1.1223e-07	1.3
FAM189A1	3.0006e-09	1.124
FAM189A2	1.6048e-08	0.947
FAM189B	3.0107e-09	0.897
FAM193A	1.0	0.271
FAM193B	0.0024011	0.669
FAM200A	5.3159e-05	0.791
FAM200B	1.9175e-13	1.158
FAM204A	0.018876	0.784
FAM205A	0.99997	0.41
FAM207A	2.2165e-08	1.458
FAM209A	0.035809	1.081
FAM209B	5.9226e-05	1.751
FAM20A	2.8931e-12	1.108
FAM20B	0.014732	0.752
FAM20C	8.1566e-14	1.226
FAM210A	0.096189	0.76
FAM210B	0.00059282	1.308
FAM214A	4.8013e-06	0.634
FAM214B	0.49097	0.605
FAM216A	4.8225e-05	1.153
FAM216B	0.0035359	1.257
FAM217A	0.031107	1.107
FAM217B	0.22591	1.79
FAM219A	0.86679	0.588
FAM219B	3.1804e-07	1.565
FAM220A	0.14245	1.911
FAM221A	6.1003e-09	1.597
FAM221B	5.6308e-10	1.098
FAM222A	0.36619	0.75
FAM222B	0.93657	0.536
FAM227A	1.3066e-14	1.202
FAM227B	1.9597e-12	1.869
FAM228A	0.076688	0.959
FAM228B	1.4176e-06	1.375
FAM229A	0.00010067	1.916
FAM229B	0.86479	0.574
FAM234A	9.4193e-12	1.12
FAM234B	0.024708	0.623
FAM237A	1.038e-07	1.715
FAM240A	0.0017536	1.916
FAM240C	6.0551e-07	1.923
FAM241A	0.073487	1.192
FAM241B	0.010792	1.332
FAM24A	0.16277	1.651
FAM24B	0.18754	1.855
FAM25A	0.089948	1.138
FAM25C	0.097735	1.574
FAM25G	0.23498	1.772
FAM32A	0.0080484	1.118
FAM3B	1.2532e-06	1.222
FAM3C	0.17064	0.907
FAM3D	1.1826e-08	1.128
FAM43A	4.9904e-05	1.458
FAM43B	8.2086e-08	1.851
FAM47E	1.2975e-09	1.172
FAM50B	0.78879	0.6
FAM53A	2.4387e-12	1.777
FAM53B	0.84268	0.568
FAM53C	0.99516	0.463
FAM71A	0.31761	1.867
FAM71B	9.1847e-05	1.248
FAM71C	0.013901	1.136
FAM71E1	7.0259e-06	1.501
FAM71E2	3.2447e-25	1.177
FAM71F2	1.4317e-07	1.355
FAM72A	0.7838	0.727
FAM72B	0.24538	1.153
FAM72C	0.22744	1.787
FAM72D	0.33902	1.841
FAM76A	1.4214e-08	1.117
FAM76B	0.96314	0.516
FAM78A	0.036606	0.831
FAM78B	0.027465	0.898
FAM81A	0.18564	0.625
FAM81B	1.0301e-18	1.243
FAM83B	6.6924e-08	0.915
FAM83C	1.4591e-09	1.321
FAM83D	3.3668e-11	1.728
FAM83E	2.6942e-11	1.423
FAM83F	2.0017e-18	1.55
FAM83G	1.676e-08	0.862
FAM83H	2.4709e-07	1.118
FAM86B1	0.77731	0.739
FAM86B2	0.85404	0.636
FAM89A	5.2255e-06	1.957
FAM89B	0.0013199	1.461
FAM8A1	4.7006e-06	1.241
FAM90A1	0.0021256	1.357
FAM91A1	0.99827	0.462
FAM98A	0.033073	0.645
FAM98B	2.4887e-09	1.282
FAM98C	4.4685e-14	1.375
FAN1	5.275700000000001e-25	1.015
FANCA	1.7064999999999998e-87	1.344
FANCC	2.6625e-14	1.022
FANCD2	2.7719000000000002e-19	0.777
FANCD2OS	0.00064685	1.294
FANCE	7.6995e-11	0.957
FANCG	1.516e-20	1.05
FANCI	8.6548e-36	0.959
FANCL	1.6815e-17	1.444
FANCM	2.395e-13	0.754
FANK1	4.6532e-16	1.267
FAP	3.8036e-08	0.892
FAR1	0.57071	0.595
FAR2	0.96192	0.516
FARP1	0.061512	0.548
FARP2	4.4245e-19	1.005
FARS2	3.2178e-09	1.015
FARSA	7.44e-07	0.784
FARSB	0.0073883	1.131
FAS	0.99961	0.372
FASLG	0.76712	0.606
FASN	1.0	0.284
FASTK	0.00060737	0.693
FASTKD1	4.7494e-12	1.008
FASTKD2	1.661e-09	1.203
FASTKD3	1.2977e-11	1.139
FASTKD5	3.5908e-08	0.915
FAT1	1.6808e-17	0.571
FAT2	3.475e-13	0.554
FAT3	1.0	0.347
FAT4	1.0	0.317
FAU	0.99902	0.196
FAXC	0.99998	0.329
FAXDC2	1.1742e-13	1.371
FBF1	1.8897e-40	1.133
FBH1	0.9997	0.449
FBL	0.99941	0.409
FBLIM1	2.3365e-07	1.075
FBLN1	0.95349	0.497
FBLN2	2.5385999999999997e-21	0.935
FBLN5	0.25042	0.58
FBLN7	8.2745e-09	1.034
FBN1	1.0	0.105
FBN2	1.0	0.312
FBN3	1.8456000000000002e-57	0.844
FBP1	1.4284e-07	1.156
FBP2	1.6069e-07	1.099
FBRS	1.0	0.354
FBRSL1	3.9024e-12	0.883
FBXL12	7.1109e-09	1.399
FBXL14	0.17643	0.741
FBXL15	3.5715e-08	1.727
FBXL16	0.94101	0.544
FBXL17	0.08068	0.678
FBXL18	2.2668e-11	1.148
FBXL19	0.88837	0.541
FBXL2	0.00028111	0.693
FBXL20	0.99984	0.375
FBXL22	2.5663e-05	1.736
FBXL3	0.92159	0.546
FBXL4	6.4718e-09	0.841
FBXL5	0.99944	0.442
FBXL6	9.5497e-18	1.315
FBXL7	0.93014	0.542
FBXL8	2.1224e-08	1.976
FBXO10	9.5313e-05	0.647
FBXO11	1.0	0.215
FBXO15	1.2855e-06	0.797
FBXO16	2.9282e-06	0.966
FBXO17	6.2746e-20	1.748
FBXO2	9.3967e-12	1.374
FBXO21	0.064323	0.579
FBXO22	0.36241	0.683
FBXO24	0.0029875	0.641
FBXO25	2.8108e-11	1.306
FBXO27	1.0981e-11	1.563
FBXO28	0.99683	0.437
FBXO3	0.99787	0.45
FBXO30	0.97776	0.499
FBXO31	0.0035261	0.688
FBXO32	0.92194	0.54
FBXO33	0.050844	0.683
FBXO34	0.04523	0.759
FBXO36	7.6508e-06	1.631
FBXO38	0.052957	0.539
FBXO39	0.00019458	0.819
FBXO4	4.6884e-10	1.187
FBXO40	7.0281e-17	1.163
FBXO41	2.1695e-06	0.783
FBXO42	1.0	0.271
FBXO43	0.99814	0.454
FBXO44	1.0856e-06	0.986
FBXO45	0.99558	0.395
FBXO46	0.22132	0.67
FBXO47	0.0016384	0.814
FBXO48	0.00032535	1.282
FBXO5	0.99953	0.362
FBXO6	0.011623	0.813
FBXO7	2.9822e-07	0.955
FBXO8	0.24567	0.695
FBXO9	0.25372	0.651
FBXW10	9.8026e-12	0.751
FBXW11	1.0	0.354
FBXW12	3.034e-11	1.04
FBXW2	0.99931	0.423
FBXW4	1.3824e-10	1.007
FBXW5	1.3535e-34	1.855
FBXW7	1.0	0.181
FBXW8	1.0026e-16	1.203
FBXW9	5.805e-09	0.877
FCAMR	1.2536e-15	1.172
FCAR	2.6691e-08	1.123
FCER1A	9.3641e-07	1.425
FCER1G	0.52614	0.698
FCER2	1.7057e-10	1.087
FCF1	0.016615	1.016
FCGR1A	0.036892	0.748
FCGR2A	0.00023441	0.922
FCGR2B	0.0017783	0.995
FCGR3A	0.00042413	1.012
FCGR3B	1.1862e-07	1.466
FCGRT	0.11501	0.706
FCHO1	0.87717	0.499
FCHO2	0.79279	0.549
FCHSD1	1.2413000000000002e-41	1.319
FCHSD2	0.99673	0.466
FCMR	5.1591e-10	1.228
FCN1	3.351e-16	1.486
FCN2	1.3967e-09	1.168
FCN3	1.3504e-09	1.216
FCRL1	6.0592e-06	0.813
FCRL2	2.5596e-14	1.024
FCRL3	5.678999999999999e-32	1.337
FCRL4	1.3522e-08	0.821
FCRL5	3.9317999999999997e-22	1.009
FCRL6	1.0832e-16	1.201
FCRLA	2.1779e-08	1.184
FCSK	4.9947999999999995e-43	1.254
FDCSP	0.1689	1.631
FDFT1	1.4695e-26	1.764
FDPS	9.0341e-05	0.744
FDX1	0.051628	1.293
FDX2	0.00037103	1.164
FDXACB1	1.5302e-11	1.014
FDXR	1.6798e-08	0.9
FECH	1.0073e-07	0.859
FEM1A	0.073735	1.897
FEM1B	0.99923	0.42
FEM1C	0.64505	0.585
FEN1	1.5054e-05	1.071
FER	1.6515e-07	0.723
FER1L5	5.9733e-41	0.763
FER1L6	1.0372e-33	0.849
FERD3L	0.0022917	1.341
FERMT1	3.6488e-11	0.871
FERMT2	1.0	0.304
FERMT3	0.17051	0.556
FES	8.2153e-23	0.961
FETUB	0.0006203	1.189
FEV	5.739e-05	1.311
FEZ1	0.27644	0.658
FEZ2	1.3794e-13	1.896
FEZF1	0.99871	0.42
FEZF2	0.99998	0.227
FFAR2	0.41013	1.719
FFAR3	0.3109	1.874
FFAR4	2.4344e-05	1.035
FGA	2.9322e-06	1.502
FGB	0.018221	0.662
FGD2	4.3123e-13	0.893
FGD3	1.7326e-09	0.806
FGD4	0.60334	0.518
FGD5	1.0	0.3
FGD6	3.1682e-13	0.691
FGF1	0.13445	1.041
FGF10	0.99903	0.267
FGF11	6.4975e-08	1.436
FGF12	0.14712	0.932
FGF14	0.97977	0.482
FGF17	0.99222	0.449
FGF18	0.98465	0.477
FGF19	0.0030139	1.856
FGF2	0.011855	1.164
FGF20	0.087753	1.145
FGF21	1.573e-05	1.51
FGF23	0.0087695	1.608
FGF3	0.0015771	1.815
FGF4	0.0017624	1.397
FGF5	5.3097e-06	1.418
FGF6	0.0014594	1.169
FGF7	0.83607	0.643
FGF8	0.060739	0.765
FGF9	0.99254	0.418
FGFBP1	0.00031799	1.286
FGFBP2	0.0017312	1.798
FGFBP3	0.015497	1.685
FGFR1	1.0	0.274
FGFR1OP2	0.040375	0.823
FGFR2	1.0	0.278
FGFR3	0.99865	0.458
FGFR4	1.4766e-15	0.884
FGFRL1	2.7581e-07	1.162
FGG	0.74529	0.555
FGGY	2.478e-16	1.2
FGL1	6.890599999999999e-21	1.753
FGL2	0.0023621	0.775
FGR	0.49503	0.556
FH	0.26752	0.599
FHAD1	8.4366e-33	0.895
FHDC1	0.018639	0.671
FHIP1A	8.4229e-13	0.877
FHIP1B	0.99742	0.467
FHIP2A	0.00057518	0.668
FHIP2B	6.5935e-22	1.173
FHIT	3.0687e-07	1.57
FHL2	0.00032004	0.844
FHL3	0.00022872	0.835
FHL5	1.1571e-09	1.406
FHOD1	1.6907e-23	0.922
FHOD3	6.8612e-08	0.595
FIBCD1	4.0469e-19	1.53
FIBIN	0.017714	1.096
FIBP	1.9227e-07	1.009
FICD	0.05551	0.747
FIG4	1.3237e-16	0.966
FIGLA	0.0014896	1.279
FIGN	1.0	0.276
FIGNL1	0.59072	0.615
FIGNL2	0.14775	1.906
FILIP1	2.4841e-10	0.711
FILIP1L	1.4564e-08	0.685
FIP1L1	0.99995	0.378
FIS1	8.3264e-05	1.1
FITM1	0.045078	0.815
FITM2	0.00030034	0.989
FIZ1	0.35135	1.183
FJX1	9.1313e-08	1.497
FKBP10	3.6827e-07	0.819
FKBP11	8.6824e-07	1.188
FKBP14	4.1885e-06	1.342
FKBP15	2.9955e-20	0.823
FKBP1A	0.085268	1.152
FKBP1B	0.35219	0.906
FKBP2	5.4966e-05	1.219
FKBP3	0.015378	0.957
FKBP4	0.00012732	0.735
FKBP5	0.14253	0.626
FKBP6	4.027e-06	1.068
FKBP7	1.672e-07	1.339
FKBP8	1.0	0.266
FKBP9	0.00024124	0.729
FKBPL	1.6182e-11	1.396
FKRP	6.1822e-10	1.543
FKTN	1.5042e-05	1.022
FLACC1	2.0976e-21	1.205
FLAD1	3.0655e-07	0.809
FLCN	0.9891	0.487
FLG	0.00020455	1.932
FLG2	0.00051942	1.934
FLI1	0.99996	0.367
FLII	2.2699e-20	0.749
FLNB	0.00057489	0.504
FLNC	1.0	0.424
FLOT1	2.5338e-09	0.867
FLOT2	1.644e-06	0.79
FLRT1	0.13592	0.682
FLRT2	0.66333	0.583
FLRT3	0.54921	0.585
FLT1	1.0	0.379
FLT3	0.99734	0.468
FLT3LG	0.96642	0.519
FLT4	1.0	0.265
FLVCR1	6.6916e-07	1.013
FLVCR2	3.3589e-06	0.9
FLYWCH1	1.1763000000000001e-33	1.647
FLYWCH2	0.4181	1.079
FMC1	0.08061	1.039
FMN1	5.3657e-22	1.002
FMN2	0.51243	0.51
FMNL1	0.97948	0.483
FMNL2	0.067326	0.542
FMNL3	0.00012898	0.575
FMO1	4.4213e-05	0.887
FMO2	1.5866e-05	0.977
FMO3	4.5714e-12	1.314
FMO4	1.0641e-10	1.329
FMO5	3.8746e-13	1.405
FMOD	0.0082718	0.805
FN1	1.0	0.404
FN3K	5.8134e-09	1.503
FN3KRP	2.2146e-12	1.409
FNBP1	0.99852	0.457
FNBP1L	0.0012205	0.719
FNBP4	1.0	0.352
FNDC1	7.1469e-12	0.676
FNDC10	0.00087939	1.894
FNDC11	2.5341e-06	1.308
FNDC3A	1.0	0.256
FNDC3B	1.0	0.164
FNDC4	0.24257	0.696
FNDC5	0.1153	0.807
FNDC7	2.8576e-16	1.015
FNDC8	7.4541e-08	1.266
FNDC9	0.59961	0.803
FNIP1	1.0	0.394
FNIP2	0.99998	0.42
FNTA	0.0015511	1.425
FNTB	0.001358	0.665
FOCAD	6.8573e-37	0.958
FOLH1	6.1502e-09	0.801
FOLR1	0.13787	0.735
FOLR2	0.0015748	0.954
FOLR3	0.35103	0.756
FOS	0.8676	0.581
FOSB	0.95131	0.534
FOSL1	0.0042585	0.97
FOSL2	0.9997	0.279
FOXA1	0.89463	0.575
FOXA2	0.96777	0.518
FOXA3	0.0037331	1.048
FOXB1	0.62463	0.689
FOXB2	0.11578	1.935
FOXC1	0.054624	1.276
FOXC2	0.00066521	1.807
FOXD1	0.022689	1.931
FOXD2	0.00585	1.955
FOXD3	0.034017	1.889
FOXD4	5.169e-08	1.373
FOXD4L3	0.98692	0.297
FOXD4L5	0.94918	0.409
FOXD4L6	0.37819	1.427
FOXE1	0.0099304	1.926
FOXE3	0.11644	1.935
FOXF1	0.427	0.685
FOXF2	0.0014261	1.016
FOXG1	0.99832	0.36
FOXH1	8.7986e-06	1.608
FOXI1	0.0033309	1.061
FOXI2	5.5116e-09	1.943
FOXI3	0.65256	0.73
FOXJ1	0.43885	0.701
FOXJ2	0.99998	0.398
FOXJ3	0.9977	0.418
FOXK1	0.045683	0.664
FOXK2	0.0017188	0.721
FOXL1	0.098414	1.84
FOXL2	0.028008	1.913
FOXL2NB	6.5267e-06	1.951
FOXL3	1.7816e-08	1.965
FOXM1	0.602	0.545
FOXN1	0.99877	0.442
FOXN2	0.021577	0.735
FOXN3	0.99975	0.373
FOXN4	0.99879	0.435
FOXO1	0.99987	0.348
FOXO3	0.99997	0.26
FOXO3B	9.0118e-06	1.463
FOXP1	1.0	0.279
FOXP2	1.0	0.157
FOXP4	0.97775	0.496
FOXQ1	0.11178	1.938
FOXR1	1.1143e-06	0.984
FOXRED1	2.0617e-11	1.118
FOXRED2	2.1125e-06	0.798
FOXS1	0.0456	0.959
FPGS	2.2705e-17	1.174
FPGT	3.3185e-09	1.118
FPR1	0.13196	1.921
FPR2	0.078711	1.667
FPR3	0.14783	1.906
FRA10AC1	0.05178	1.807
FRAS1	6.835799999999999e-52	0.729
FRAT1	0.00028168	1.798
FRAT2	0.30838	1.877
FREM1	2.6458999999999997e-52	1.157
FREM2	2.3417e-11	0.588
FREM3	3.1317000000000004e-25	0.934
FRG1	0.41174	0.766
FRG2	0.049073	0.89
FRG2B	0.92054	0.47
FRG2C	0.0022008	1.535
FRK	1.2568e-13	1.016
FRMD1	5.4002e-15	1.237
FRMD3	0.7745	0.563
FRMD4A	0.99815	0.456
FRMD4B	0.013233	0.637
FRMD5	0.98923	0.488
FRMD6	9.2174e-05	0.808
FRMD8	2.2655e-11	1.148
FRMPD1	4.4829e-10	0.752
FRMPD2	1.3081000000000001e-19	0.946
FRRS1	7.1026e-06	1.077
FRRS1L	0.00014941	1.41
FRS2	0.99912	0.392
FRS3	0.056293	0.679
FRY	1.0	0.428
FRYL	0.99999	0.434
FRZB	8.0056e-10	1.518
FSBP	3.8121e-05	1.051
FSCB	0.35711	1.816
FSCN1	0.97384	0.511
FSCN2	1.2301e-20	1.781
FSCN3	4.2925e-11	1.118
FSD1	0.52704	0.568
FSD1L	0.033382	0.838
